ProductOrServiceCode,Fiscal_Year_gt_2020,product_or_service_code_description,minofsignedyear,maxofsignedyear,minoflast_modified_year,maxoflast_modified_year,PlatformPortfolio,ProductServiceOrRnDarea,RnD_budgetActivity
AQ97,FALSE,R&D-OTHER SOCIAL SVCS-COMERCLIZ,2003,2009,2005,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AR10,FALSE,R&D-AERO & SPACE TECH,2001,2009,2006,2011,Space Systems,Uncategorized R&D,Uncategorized R&D
AR11,FALSE,R&D-AERO & SPACE TECH-B RES,2001,2020,2001,2022,Space Systems,Basic Research (6.1),Basic Research (6.1)
AR11,TRUE,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH",2022,2023,2022,2023,Space Systems,Basic Research (6.1),Basic Research (6.1)
AR12,FALSE,R&D-AERO & SPACE TECH-A RES/EXPL DE,2001,2020,2001,2022,Space Systems,Applied Research (6.2),Applied Research (6.2)
AR12,TRUE,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; APPLIED RESEARCH",2022,2023,2022,2023,Space Systems,Applied Research (6.2),Applied Research (6.2)
AR13,FALSE,R&D-AERO & SPACE TECH-ADV DEV,2001,2020,2001,2022,Space Systems,Advanced Development,Advanced Development
AR13,TRUE,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; EXPERIMENTAL DEVELOPMENT",2022,2023,2022,2023,Space Systems,Experimental Development,Experimental Development
AR14,FALSE,R&D-AERO & SPACE TECH-ENG DEV,2001,2020,2001,2022,Space Systems,Engineering Development,Engineering Development
AR14,TRUE,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; R&D ADMINISTRATIVE EXPENSES",2022,2023,2022,2023,Space Systems,R&D administrative and operational expenses,R&D administrative and operational expenses
AR15,FALSE,R&D-AERO & SPACE TECH-OPSY DEV,2001,2020,2002,2022,Space Systems,Operational Systems Development,Operational Systems Development
AR15,TRUE,"SPACE R&D SVCS; SPACE FLIGHT, RESEARCH & SUPPORTING ACTIVITIES; R&D FACILITIES & MAJ EQUIP",2022,2023,2022,2023,Space Systems,R&D facilities and major equipment,R&D facilities and major equipment
AR16,FALSE,R&D-AERO & SPACE TECH-MGMT SUP,2001,2009,2004,2017,Space Systems,R&D administrative and operational expenses,R&D administrative and operational expenses
AR16,TRUE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Space Systems,R&D administrative and operational expenses,R&D administrative and operational expenses
AR17,FALSE,R&D-AERO & SPACE TECH-COMERCLIZ,2001,2005,2006,2006,Space Systems,Commercialization,Commercialization
AR17,TRUE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (COMMERCIALIZED),2020,2023,2020,2023,Space Systems,Commercialization,Commercialization
AR21,FALSE,R&D-SPACE SCIENCE & APPL-B RES,2001,2009,2001,2022,Space Systems,Basic Research (6.1),Basic Research (6.1)
AR21,TRUE,R&D- SPACE: SCIENCE/APPLICATIONS (BASIC RESEARCH),2020,2023,2020,2023,Space Systems,Basic Research (6.1),Basic Research (6.1)
AR22,FALSE,R&D-SPACE SCIENCE & APPL-A RES/EXPL,2001,2009,2001,2021,Space Systems,Applied Research (6.2),Applied Research (6.2)
AR22,TRUE,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Space Systems,Applied Research (6.2),Applied Research (6.2)
AR23,FALSE,R&D-SPACE SCIENCE & APPL-ADV DEV,2001,2009,2001,2022,Space Systems,Advanced Development,Advanced Development
AR23,TRUE,R&D- SPACE: SCIENCE/APPLICATIONS (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Space Systems,Advanced Development,Advanced Development
AR24,FALSE,R&D-SPACE SCIENCE & APPL-ENG DEV,2001,2009,2001,2019,Space Systems,Engineering Development,Engineering Development
AR24,TRUE,R&D- SPACE: SCIENCE/APPLICATIONS (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Space Systems,Engineering Development,Engineering Development
AR25,FALSE,R&D-SPACE SCIENCE & APPL-OPSY DEV,2001,2009,2002,2020,Space Systems,Operational Systems Development,Operational Systems Development
AR25,TRUE,R&D- SPACE: SCIENCE/APPLICATIONS (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2022,2020,2022,Space Systems,Operational Systems Development,Operational Systems Development
AR26,FALSE,R&D-SPACE SCIENCE & APPL-MGMT SUP,2001,2009,2003,2020,Space Systems,R&D administrative and operational expenses,R&D administrative and operational expenses
AR26,TRUE,R&D- SPACE: SCIENCE/APPLICATIONS (MANAGEMENT/SUPPORT),2020,2022,2020,2022,Space Systems,R&D administrative and operational expenses,R&D administrative and operational expenses
AR27,FALSE,R&D-SPACE SCIENCE-COMERCLIZ,2004,2009,2006,2010,Space Systems,Commercialization,Commercialization
AR31,FALSE,SPACE FLIGHT (BASIC),2001,2009,2001,2020,Space Systems,Basic Research (6.1),Basic Research (6.1)
AR31,TRUE,R&D- SPACE: FLIGHT (BASIC RESEARCH),2020,2022,2020,2022,Space Systems,Basic Research (6.1),Basic Research (6.1)
AR32,FALSE,SPACE FLIGHT (APPLIED/EXPLORATORY),2001,2009,2001,2019,Space Systems,Applied Research (6.2),Applied Research (6.2)
AR32,TRUE,R&D- SPACE: FLIGHT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Space Systems,Applied Research (6.2),Applied Research (6.2)
AR33,FALSE,SPACE FLIGHT (ADVANCED),2001,2009,2001,2020,Space Systems,Advanced Development,Advanced Development
AR33,TRUE,R&D- SPACE: FLIGHT (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Space Systems,Advanced Development,Advanced Development
AR34,FALSE,SPACE FLIGHT (ENGINEERING),2001,2009,2001,2021,Space Systems,Engineering Development,Engineering Development
AR34,TRUE,R&D- SPACE: FLIGHT (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Space Systems,Engineering Development,Engineering Development
AR35,FALSE,SPACE FLIGHT (OPERATIONAL),2001,2009,2002,2019,Space Systems,Operational Systems Development,Operational Systems Development
AR35,TRUE,R&D- SPACE: FLIGHT (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Space Systems,Operational Systems Development,Operational Systems Development
AR36,FALSE,SPACE FLIGHT (MANAGEMENT/SUPPORT),2001,2008,2002,2014,Space Systems,R&D administrative and operational expenses,R&D administrative and operational expenses
AR36,TRUE,R&D- SPACE: FLIGHT (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Space Systems,R&D administrative and operational expenses,R&D administrative and operational expenses
AR37,FALSE,R&D-SPACE TRANS SYSTEMS -COMERCLIZ,2006,2008,2009,2009,Space Systems,Commercialization,Commercialization
AR37,TRUE,R&D- SPACE: FLIGHT (COMMERCIALIZED),2020,2023,2020,2023,Space Systems,Commercialization,Commercialization
AR41,FALSE,R&D-SPACE TRACK DATA ACQ-B RES,2001,2009,2001,2022,Space Systems,Basic Research (6.1),Basic Research (6.1)
AR41,TRUE,"R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (BASIC RESEARCH)",2020,2023,2020,2023,Space Systems,Basic Research (6.1),Basic Research (6.1)
AR42,FALSE,R&D-SPACE TRACK DATA ACQ-A RES/EXPL,2001,2009,2002,2022,Space Systems,Applied Research (6.2),Applied Research (6.2)
AR42,TRUE,"R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",2020,2022,2020,2022,Space Systems,Applied Research (6.2),Applied Research (6.2)
AR43,FALSE,R&D-SPACE TRACK DATA ACQ-ADV DEV,2001,2009,2001,2020,Space Systems,Advanced Development,Advanced Development
AR43,TRUE,"R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (ADVANCED DEVELOPMENT)",2020,2023,2020,2023,Space Systems,Advanced Development,Advanced Development
AR44,FALSE,R&D-SPACE TRACK DATA ACQ-ENG DEV,2001,2009,2006,2020,Space Systems,Engineering Development,Engineering Development
AR44,TRUE,"R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (ENGINEERING DEVELOPMENT)",2020,2023,2020,2023,Space Systems,Engineering Development,Engineering Development
AR45,FALSE,R&D-SPACE TRACK DATA ACQ-OPSY DEV,2001,2009,2004,2022,Space Systems,Operational Systems Development,Operational Systems Development
AR45,TRUE,"R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (OPERATIONAL SYSTEMS DEVELOPMENT)",2020,2023,2020,2023,Space Systems,Operational Systems Development,Operational Systems Development
AR46,FALSE,R&D-SPACE TRACK DATA ACQ-MGMT SUP,2001,2009,2002,2020,Space Systems,R&D administrative and operational expenses,R&D administrative and operational expenses
AR46,TRUE,"R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (MANAGEMENT/SUPPORT)",2020,2023,2020,2023,Space Systems,R&D administrative and operational expenses,R&D administrative and operational expenses
AR47,FALSE,R&D-SPACE TRACK DATA ACQ-COMERCLIZ,2006,2006,2009,2009,Space Systems,Commercialization,Commercialization
AR52,FALSE,RDTE/SP+TERRESTRIAL APP-APPLIED RES,2001,2005,2006,2020,Space Systems,Applied Research (6.2),Applied Research (6.2)
AR54,FALSE,RDTE/SP+TERRESTRIAL APP-DEMO/VALID,2001,2008,2006,2019,Space Systems,Engineering Development,Engineering Development
AR55,FALSE,RDTE/SP+TERRESTRIAL APP-ENG/MANUF,2001,2009,2006,2020,Space Systems,Operational Systems Development,Operational Systems Development
AR56,FALSE,R&D-SPACE & TERRESTRIAL-MGMT SUP,2003,2003,2021,2021,Space Systems,R&D administrative and operational expenses,R&D administrative and operational expenses
AR57,FALSE,R&D-SPACE & TERRESTRIAL-COMERCLIZ,2003,2009,2004,2021,Space Systems,Commercialization,Commercialization
AR61,FALSE,R&D-SPACE STATION-B RES,2001,2009,2004,2020,Space Systems,Basic Research (6.1),Basic Research (6.1)
AR61,TRUE,R&D- SPACE: STATION (BASIC RESEARCH),2020,2022,2020,2023,Space Systems,Basic Research (6.1),Basic Research (6.1)
AR62,FALSE,R&D-SPACE STATION-A RES/EXP DEV,2001,2009,2004,2018,Space Systems,Applied Research (6.2),Applied Research (6.2)
AR62,TRUE,R&D- SPACE: STATION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Space Systems,Applied Research (6.2),Applied Research (6.2)
AR63,FALSE,R&D-SPACE STATION-ADV DEV,2001,2009,2008,2014,Space Systems,Advanced Development,Advanced Development
AR64,FALSE,R&D-SPACE STATION-ENG DEV,2001,2009,2001,2021,Space Systems,Engineering Development,Engineering Development
AR64,TRUE,R&D- SPACE: STATION (ENGINEERING DEVELOPMENT),2020,2022,2020,2022,Space Systems,Engineering Development,Engineering Development
AR65,FALSE,R&D-SPACE STATION-OPSY DEV,2001,2007,2004,2009,Space Systems,Operational Systems Development,Operational Systems Development
AR66,FALSE,R&D-SPACE STATION-MGMT SUP,2001,2006,2004,2010,Space Systems,R&D administrative and operational expenses,R&D administrative and operational expenses
AR66,TRUE,R&D- SPACE: STATION (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Space Systems,R&D administrative and operational expenses,R&D administrative and operational expenses
AR67,TRUE,R&D- SPACE: STATION (COMMERCIALIZED),2020,2023,2020,2023,Space Systems,Commercialization,Commercialization
AR71,FALSE,R&D-COMMERCIAL PROGRAMS-B RES,2001,2008,2002,2021,Space Systems,Basic Research (6.1),Basic Research (6.1)
AR71,TRUE,R&D- SPACE: COMMERCIAL PROGRAMS (BASIC RESEARCH),2020,2023,2020,2023,Space Systems,Basic Research (6.1),Basic Research (6.1)
AR72,FALSE,R&D-COMMERCIAL PROGRAMS A RES/EXP D,2001,2008,2001,2020,Space Systems,Applied Research (6.2),Applied Research (6.2)
AR73,FALSE,R&D-COMMERCIAL PROGRAMS-ADV DEV,2001,2020,2003,2021,Space Systems,Advanced Development,Advanced Development
AR74,FALSE,R&D-COMMERCIAL PROGRAMS-ENG DEV,2005,2009,2005,2022,Space Systems,Engineering Development,Engineering Development
AR74,TRUE,R&D- SPACE: COMMERCIAL PROGRAMS (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Space Systems,Engineering Development,Engineering Development
AR75,FALSE,R&D-COMMERCIAL PROGRAMS-OPSY DEV,2001,2009,2005,2022,Space Systems,Operational Systems Development,Operational Systems Development
AR76,FALSE,R&D-COMMERCIAL PROGRAMS-MGMT SUP,2001,2009,2004,2020,Space Systems,R&D administrative and operational expenses,R&D administrative and operational expenses
AR77,FALSE,R&D-COMMERCIAL PROGRAMS-COMERCLIZ,2007,2009,2008,2020,Space Systems,Commercialization,Commercialization
AR91,FALSE,R&D-OTHER SPACE-B RES,2001,2009,2001,2022,Space Systems,Basic Research (6.1),Basic Research (6.1)
AR91,TRUE,R&D- SPACE: OTHER (BASIC RESEARCH),2020,2023,2020,2023,Space Systems,Basic Research (6.1),Basic Research (6.1)
AR92,FALSE,R&D-OTHER SPACE-A RES/EXPL DEV,2001,2009,2002,2022,Space Systems,Applied Research (6.2),Applied Research (6.2)
AR92,TRUE,R&D- SPACE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Space Systems,Applied Research (6.2),Applied Research (6.2)
AR93,FALSE,R&D-OTHER SPACE-ADV DEV,2001,2009,2001,2020,Space Systems,Advanced Development,Advanced Development
AR93,TRUE,R&D- SPACE: OTHER (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Space Systems,Advanced Development,Advanced Development
AR94,FALSE,R&D-OTHER SPACE-ENG DEV,2001,2009,2006,2021,Space Systems,Engineering Development,Engineering Development
AR94,TRUE,R&D- SPACE: OTHER (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Space Systems,Engineering Development,Engineering Development
AR95,FALSE,R&D-OTHER SPACE-OPSY DEV,2001,2009,2006,2021,Space Systems,Operational Systems Development,Operational Systems Development
AR95,TRUE,R&D- SPACE: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Space Systems,Operational Systems Development,Operational Systems Development
AR96,FALSE,R&D-OTHER SPACE-MGMT SUP,2001,2009,2002,2022,Space Systems,R&D administrative and operational expenses,R&D administrative and operational expenses
AR96,TRUE,R&D- SPACE: OTHER (MANAGEMENT/SUPPORT),2020,2023,2022,2023,Space Systems,R&D administrative and operational expenses,R&D administrative and operational expenses
AR97,FALSE,R&D-OTHER SPACE-COMERCLIZ,2004,2020,2007,2022,Space Systems,Commercialization,Commercialization
AS11,FALSE,R&D- MODAL TRANSPORTATION: AIR (BASIC RESEARCH),2001,2020,2002,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AS11,TRUE,"TRANSPORTATION R&D SERVICES; SURFACE TRANSPORTATION, PUBLIC TRANSIT, AND RAIL; BASIC RESEARCH",2022,2023,2022,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AS12,FALSE,R&D-TRANS-AIR-A RES/EXPL DEV,2001,2020,2001,2021,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AS12,TRUE,"TRANSPORTATION R&D SERVICES; SURFACE TRANSPORTATION, PUBLIC TRANSIT, AND RAIL; APPLIED RESEARCH",2022,2023,2022,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AS13,FALSE,AIR TRANSPORTATION (ADVANCED),2003,2009,2004,2021,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AS13,TRUE,"TRANSPORTATION R&D SVCS; SURFACE TRANSPORTATION, PUBLIC TRANSIT, & RAIL; EXPERIMENTAL DEVELOPMENT",2022,2023,2022,2023,Other R&D and Knowledge Based,Experimental Development,Experimental Development
AS14,FALSE,R&D- MODAL TRANSPORTATION: AIR (ENGINEERING DEVELOPMENT),2002,2020,2005,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AS14,TRUE,"TRANSPORTATION R&D SVCS; SURFACE TRANSPORTATION, PUBLIC TRANSIT, & RAIL; R&D ADMINISTRATIVE EXPENSES",2022,2023,2022,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AS15,FALSE,R&D- MODAL TRANSPORTATION: AIR (OPERATIONAL SYSTEMS DEVELOPMENT),2002,2020,2003,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AS15,TRUE,"TRANSPORTATION R&D SVCS; SURFACE TRANSPORTATION, PUBLIC TRANSIT, & RAIL; R&D FACILITIES & MAJ EQUIP",2022,2023,2023,2023,Other R&D and Knowledge Based,R&D facilities and major equipment,R&D facilities and major equipment
AS16,FALSE,R&D-TRANS-AIR-MGMT SUP,2005,2020,2006,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AS17,FALSE,R&D-TRANS-AIR-COMERCLIZ,2003,2020,2005,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AS21,FALSE,SURFACE MOTOR VEHICLES (BASIC),2001,2020,2002,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AS21,TRUE,TRANSPORTATION R&D SERVICES; AEROSPACE RESEARCH; BASIC RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AS22,FALSE,R&D-TRANS- MOTOR VEH-A RES/EXPL DEV,2001,2020,2003,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AS22,TRUE,TRANSPORTATION R&D SERVICES; AEROSPACE RESEARCH; APPLIED RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AS23,FALSE,SURFACE MOTOR VEHICLES (ADVANCED),2001,2020,2004,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AS23,TRUE,TRANSPORTATION R&D SERVICES; AEROSPACE RESEARCH; EXPERIMENTAL DEVELOPMENT,2022,2023,2022,2023,Other R&D and Knowledge Based,Experimental Development,Experimental Development
AS24,FALSE,R&D-TRANS- MOTOR VEH-ENG DEV,2002,2020,2002,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AS24,TRUE,TRANSPORTATION R&D SERVICES; AEROSPACE RESEARCH; R&D ADMINISTRATIVE EXPENSES,2022,2023,2023,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AS25,FALSE,R&D-TRANS- MOTOR VEH-OPSY DEV,2001,2007,2006,2020,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AS25,TRUE,TRANSPORTATION R&D SERVICES; AEROSPACE RESEARCH; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT,2022,2023,2022,2023,Other R&D and Knowledge Based,R&D facilities and major equipment,R&D facilities and major equipment
AS26,FALSE,R&D-TRANS- MOTOR VEH-MGMT SUP,2002,2009,2006,2020,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AS26,TRUE,R&D- MODAL TRANSPORTATION: SURFACE MOTOR VEHICLES (MANAGEMENT/SUPPORT),2020,2022,2020,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AS27,FALSE,R&D-TRANS- MOTOR VEH-COMERCLIZ,2003,2020,2006,2022,Other R&D and Knowledge Based,Commercialization,Commercialization
AS31,FALSE,RAIL TRANSPORTATION (BASIC),2001,2020,2003,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AS31,TRUE,TRANSPORTATION R&D SERVICES; WATER TRANSPORTATION; BASIC RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AS32,FALSE,R&D-TRANS-RAIL-A RES/EXPL DEV,2001,2020,2001,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AS32,TRUE,TRANSPORTATION R&D SERVICES; WATER TRANSPORTATION; APPLIED RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AS33,FALSE,RAIL TRANSPORTATION (ADVANCED),2001,2020,2002,2020,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AS33,TRUE,TRANSPORTATION R&D SERVICES; WATER TRANSPORTATION; EXPERIMENTAL DEVELOPMENT,2022,2023,2022,2023,Other R&D and Knowledge Based,Experimental Development,Experimental Development
AS34,FALSE,RAIL TRANSPORTATION (ENGINEERING),2003,2020,2003,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AS34,TRUE,TRANSPORTATION R&D SERVICES; WATER TRANSPORTATION; R&D ADMINISTRATIVE EXPENSES,2022,2023,2022,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AS35,FALSE,RAIL TRANSPORTATION (OPERATIONAL),2004,2020,2009,2021,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AS35,TRUE,TRANSPORTATION R&D SERVICES; WATER TRANSPORTATION; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT,2022,2023,2022,2023,Other R&D and Knowledge Based,R&D facilities and major equipment,R&D facilities and major equipment
AS36,FALSE,R&D-TRANS-RAIL-MGMT SUP,2003,2003,2009,2009,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AS36,TRUE,R&D- MODAL TRANSPORTATION: RAIL (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AS37,FALSE,R&D-TRANS-RAIL-COMERCLIZ,2007,2008,2007,2010,Other R&D and Knowledge Based,Commercialization,Commercialization
AS41,FALSE,R&D- MODAL TRANSPORTATION: MARINE (BASIC RESEARCH),2001,2020,2003,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AS41,TRUE,TRANSPORTATION R&D SVCS; PIPELINES; HAZ MAT; CROSS-FUNCTIONAL TRANSPORTATION; BASIC RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AS42,FALSE,R&D-TRANS-MARINE-A RES/EXPL DEV,2008,2009,2010,2020,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AS42,TRUE,TRANSPORTATION R&D SVCS; PIPELINES; HAZ MAT; CROSS-FUNCTIONAL TRANSPORTATION; APPLIED RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AS43,FALSE,MARINE TRANSPORTATION (ADVANCED),2002,2009,2006,2021,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AS44,FALSE,MARINE TRANSPORTATION (ENGINEERING),2002,2008,2004,2010,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AS44,TRUE,TRANSPORTATION R&D SVCS; PIPELINES; HAZ MAT; CROSS-FUNCTIONAL TRANSP; R&D ADMINISTRATIVE EXPENSES,2022,2022,2022,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AS45,FALSE,R&D- MODAL TRANSPORTATION: MARINE (OPERATIONAL SYSTEMS DEVELOPMENT),2004,2020,2004,2021,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AS46,FALSE,R&D-TRANS-MARINE-MGMT SUP,2003,2007,2009,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AS47,FALSE,R&D-TRANS-MARINE-COMERCLIZ,2004,2009,2009,2009,Other R&D and Knowledge Based,Commercialization,Commercialization
AS47,TRUE,R&D- MODAL TRANSPORTATION: MARINE (COMMERCIALIZED),2022,2022,2023,2023,Other R&D and Knowledge Based,Commercialization,Commercialization
AS91,FALSE,OTHER MODAL TRANSPORTATION (BASIC),2001,2009,2001,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AS91,TRUE,R&D- MODAL TRANSPORTATION: OTHER MODAL (BASIC RESEARCH),2020,2022,2020,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AS92,FALSE,R&D-OTHER MODAL TRANS-A RES/EXPL DE,2001,2009,2002,2020,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AS92,TRUE,R&D- MODAL TRANSPORTATION: OTHER MODAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2022,2021,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AS93,FALSE,R&D-OTHER MODAL TRANS-ADV DEV,2002,2009,2009,2020,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AS96,FALSE,R&D-OTHER MODAL TRANS-MGMT SUP,2001,2009,2005,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AS96,TRUE,R&D- MODAL TRANSPORTATION: OTHER MODAL (MANAGEMENT/SUPPORT),2020,2022,2020,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AS97,FALSE,R&D-OTHER MODAL TRANS-COMERCLIZ,2002,2009,2009,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AT11,FALSE,R&D-TRANS-ROADS-BRIDGES-B RES,2001,2009,2001,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AT11,TRUE,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (BASIC RESEARCH)",2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AT12,FALSE,R&D-TRANS-ROADS-BRIDGES-A RES/EXPL,2001,2009,2001,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AT12,TRUE,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AT13,FALSE,R&D-TRANS-ROADS-BRIDGES-ADV DEV,2004,2009,2005,2021,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AT13,TRUE,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (ADVANCED DEVELOPMENT)",2020,2022,2020,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AT14,FALSE,R&D-TRANS-ROADS-BRIDGES-ENG DEV,2005,2009,2005,2009,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AT14,TRUE,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (ENGINEERING DEVELOPMENT)",2020,2023,2020,2023,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AT15,FALSE,R&D-TRANS-ROADS-BRIDGES-OPSY DEV,2001,2009,2004,2010,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AT16,FALSE,R&D-TRANS-ROADS-BRIDGES-MGMT SUP,2001,2009,2002,2012,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AT16,TRUE,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (MANAGEMENT/SUPPORT)",2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AT17,FALSE,R&D-TRANS-ROADS-BRIDGES-COMERCLIZ,2003,2020,2005,2021,Other R&D and Knowledge Based,Commercialization,Commercialization
AT21,FALSE,R&D-TRANS-HUMAN FACTORS-B RES,2002,2009,2003,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
